"Title","First author","Last author","Abstract","Journal","Language","Year","Month","First Author Country","Last Author Country","DOI","DOI URL","DOI MA","Country study","Location ","Keywords","Keywords MA"
"Growth-defense tradeoffs for two major anti-herbivore traits of the common milkweed Asclepias syriaca.","Tobias Züst","Anurag A. Agrawal","Costs of plant defense are a key assumption in evolutionary ecology, yet their detection has remained challenging. Here we introduce a novel method for quantifying plant growth using the common milkweed Asclepias syriaca and repeated non‐destructive size measurements to experimentally test for costs of defensive traits. We estimated mechanistic components of plant growth (relative growth rate, net assimilation rate, specific leaf area and leaf‐mass ratio) at two levels of fertilization (high and low), and related them to production of toxic cardenolides and exudation of sticky latex. We found negative genetic correlations between cardenolides and growth (most strongly with net assimilation rate) at both nutrient levels. Additionally, plants varied in their cardenolide response to low nutrients, and genetic families maintaining higher cardenolide production at low nutrient availability suffered proportionally larger reductions in growth. In contrast, the amount of latex was positively correlated with plant growth. Because latex is instantly deployed from a plant‐wide system of pressurized laticifers, larger plants may simply exude proportionally more latex when damaged and thus plant size is likely to mask potential costs of latex synthesis. Unbiased quantification of mechanistic growth processes, coupled with the manipulation of nutrient or stress levels, is thus an effective approach to demonstrate allocation to defense and tradeoffs with growth, especially in long‐lived plant species.","OIKOS ","en",2015,"Oct","Switzerland ","USA","10.1111/oik2075","https://doi.org/10.1111/oik.02075","10.1111/1365-2435.12969","USA","Tompkins County, New York","Keywords +: PLANT DEFENSE;FITNESS COSTS;CARDENOLIDES;COEVOLUTION;COMPONENTS;RESISTANCE;EVOLUTION;PATTERNS;MODELS;RATES"," detritivore diversity; endogeic earthworms; herbivore-feeding guilds; meta-analysis; plant growth-defence trade-off; plant nutrients; plant resistance."
"The unseen invaders: introduced earthworms as drivers of change in plant communities in North American forests (a meta-analysis)","Dylan Craven","Nico Eisenhauer","Globally, biological invasions can have strong impacts on biodiversity as well as ecosystem functioning. While less conspicuous than introduced aboveground organisms, introduced belowground organisms may have similarly strong effects. Here, we synthesize for the first time the impacts of introduced earthworms on plant diversity and community composition in North American forests. We conducted a meta‐analysis using a total of 645 observations to quantify mean effect sizes of associations between introduced earthworm communities and plant diversity, cover of plant functional groups, and cover of native and non‐native plants. We found that plant diversity significantly declined with increasing richness of introduced earthworm ecological groups. While plant species richness or evenness did not change with earthworm invasion, our results indicate clear changes in plant community composition: cover of graminoids and non‐native plant species significantly increased, and cover of native plant species (of all functional groups) tended to decrease, with increasing earthworm biomass. Overall, these findings support the hypothesis that introduced earthworms facilitate particular plant species adapted to the abiotic conditions of earthworm‐invaded forests. Further, our study provides evidence that introduced earthworms are associated with declines in plant diversity in North American forests. Changing plant functional composition in these forests may have long‐lasting effects on ecosystem functioning.","GLOBAL CHANGE BIOLOGY ","en",2016,"Mar","Chile","Germany","10.1111/gcb.13446","http://dx.doi.org/10.1111/gcb.13446","10.1111/gcb.13446","Various (meta-analysis)","Various","introduced earthworms;plant communities;plant diversity;biological invasions;earthworm invasion;community composition;meta-analysis","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Different earthworm ecological groups interactively impact seedling establishment.","Roman Asshoff","Nico Eisenhauer","There is increasing evidence that direct interactions between earthworms and seeds impact the assembly of plant communities. However, effects of earthworms of different ecological groups and their interactions on plant germination and establishment are little known. We set up a full-factorial greenhouse experiment in order to explore impacts of different ecological groups of earthworms (epigeic, endogeic and anecic) on the establishment of seedlings. The three ecological groups of earthworms affected seedling establishment in an interactive way with the effects varying in time. While anecic earthworms detrimentally affected the number of established seedlings, impacts of epigeic and endogeic species depended on the presence of earthworms belonging to other ecological groups. Impacts of anecic earthworms were more significant and consistent than those of epigeic and endogeic ones pointing to the dominance of the effect of anecic earthworms for seedling establishment. The initial positive effect of the combined presence of epigeic and endogeic earthworms compared to treatments with only endogeic and only anecic earthworms was likely due to the acceleration of seed germination and elevated nutrient availability for seedlings in earthworm casts. By contrast, reduced numbers of seedlings in presence of both epigeic and endogeic earthworms compared to the control treatment might have been due to seedling predation after the litter layer had disappeared. The results extend current knowledge on interactions between earthworms and seeds by showing that, in addition to anecic species, also epigeic and endogeic species influence seedling establishment with their effect depending on the presence of anecic species. Moreover, the results indicate that impacts of earthworms vary with the developmental stage of seedlings highlighting the importance of interactions between earthworms and seeds.","EUROPEAN JOURNAL OF SOIL BIOLOGY ","en",2010,"Sep_Oct","Germany","Germany","10.1016/j.ejsobi.2010605","https://doi.org/10.1016/j.ejsobi.2010.06.005","10.1111/gcb.13446","Germany","North Rhine-Westphalia","Anecic earthworms;Endogeic earthworms;Epigeic earthworms;Germination;Grassland Seeds;The Jena experiment","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Historical anthropogenic disturbances influence patterns of non-native earthworm and plant invasions in a temperate primary forest.","Robin Beauséjour","Mark Vellend","Time lags are of potentially great importance during biological invasions. For example, significant delays can occur between the human activities permitting the arrival of an invader, the establishment of this new species, and the manifestation of its impacts. In this context, to assess the influence of anthropogenic disturbances, it may become necessary to include a historical perspective. In this study, we reconstructed the history of human activities in a temperate forest now protected as a nature reserve to evaluate the magnitude and duration of the impact of human disturbances (e.g. trails, old quarries), as well as environmental factors, in explaining the probability of occurrence and the intensity of invasion by non-native earthworms and plants. The present-day patterns of distribution and intensity of earthworms and plants were better explained by proximity to the oldest human disturbances (initiated more than a century ago) than by proximity to more recent disturbances or to all disturbances combined. We conclude that understanding present-day patterns of non-native species invasions may often require reconstructing the history of human disturbances that occurred decades or even centuries in the past.","Biological Invasions ","en",2015,"Avr","Canada","Canada","10.1007/s10530-014-0794-y","http://dx.doi.org/10.1007/s10530-014-0794-y","10.1111/gcb.13446","Canada","Gault Nature Reserve","Human activities;Ecological legacies;Nature reserve;Lumbricidae;Taraxacum officinalis;Historical ecology;Time lag","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Non-native invasive earthworms as agents of change in northern temperate forests.","Patrick Joseph Bohlen","Parkinson, Dennis","Exotic earthworms from Europe and Asia are invading many northern forests in North America that currently lack native earthworms, providing an opportunity to assess the role of this important group of invertebrates in forest ecosystems. Research on earthworm invasions has focused on changes in soil structure and carbon (C) and nitrogen (N) cycling that occur following invasion. These changes include the mixing of organic and mineral soil horizons, decreases in soil C storage, and equivocal effects on N cycling. Less well studied are changes in the soil foodwebs that accompany earthworm invasion. Soils of north temperate forests harbor a tremendous diversity of microorganisms and invertebrates, whose distribution and abundance can be substantially altered by earthworm invasion. Furthermore, invasive earthworms can affect understory plant communities, raising concerns over the loss of rare native herbs in some areas. The ecological consequences of earthworm invasion are mediated through physical, geochemical, and biological effects. These effects vary with different earthworm species, as well as with the characteristics of the site being invaded. Earthworm invasions may have important interactions with other rapid changes predicted for northern forests in the coming decades, including climate and land-use change, increased nutrient deposition, and other biological invasions.","FRONTIERS IN ECOLOGY AND THE ENVIRONMENT ","en",2004,"Oct","USA","Canada","10.3410/f.726131311.793514356","https://doi.org/10.2307/3868431","10.1111/gcb.13446","USA","Northern forests, North America.","Keywords +: DENDROBAENA-OCTAEDRA;MICROBIAL BIOMASS;MICROARTHROPOD ABUNDANCES;MICROFUNGAL COMMUNITY;SOIL;CARBON;DECOMPOSITION;NITROGEN;IMPACTS;RESPIRATION","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"What limits trees in c4 grasslands and savannas?","William J. Bond","William J. Bond","Though the distribution of global vegetation can generally be predicted from climate, grasslands are an exception. C4 grassy biomes cover vast areas that are warm enough and wet enough to support closed forests. The extent of this climate mismatch has been revealed by physiologically based global vegetation simulations and by large empirical data sets. Reasons for the existence of grassy biomes have long been debated, polarized into bottom-up (resources) or top-down (fire, herbivory) arguments. Recent studies indicate that both are important, especially in suppressing woody recruits. Grasses are formidable competitors belowground, create highly flammable fuels, and can support large herbivore densities. The net effect on trees is rare and episodic recruitment of adults in tree-fall gaps. The implication is that ecosystem structure and function depend on demographic transitions. Tree cover is increasing and grass/forest boundaries are changing. These changes can have large feedbacks to the earth-atmosphere system. Though progress has been made, there is still great uncertainty in predicting the future of C4 grassy biomes. ","Annual Review of Ecology, Evolution, and Systematics","en",2008,"Déc","South Africa","South Africa","10.1146/annurev.ecolsys.39.110707.173411","http://dx.doi.org/10.1146/annurev.ecolsys.39.110707.173411","10.1111/gcb.13446","South Africa ","Savanas","biome boundaries;fire ecology;mammal herbivory;tree-grass competition;trophic ecology","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"How do earthworms affect microfloral and faunal community diversity?","George G. Brown","George G. Brown","Much of the work regarding earthworm effects on other organisms has focused on the functional significance of microbial-earthworm interactions, and little is known on the effects of earthworms on microfloral and faunal diversity. Earthworms can affect soil microflora and fauna populations directly and indirectly by three main mechanisms: (1) comminution, burrowing and casting; (2) grazing; (3) dispersal. These activities change the soil's physico-chemical and biological status and may cause drastic shifts in the density, diversity, structure and activity of microbial and faunal communities within the drilosphere. Certain organisms and species may be enhanced, reduced or not be affected at all depending on their ability to adapt to the particular conditions of different earthworm drilospheres. A large host of factors (including CaCO3, enzymes, mucus and antimicrobial substances) influence the ability of preferentially or randomly ingested organisms to survive (or not) passage through the earthworm gut, and their resultant capacity to recover and proliferate (or not) in earthworm casts. Small organisms, particularly microflora and microfauna, with limited ability to move within the soil, may benefit from the (comparatively) long ranging movements of earthworms. Microflora and smaller fauna appear to be particularly sensitive to earthworm activities, and priming effects enhancing nutrient release, particularly in casts, are common. Larger fauna such as microarthropods, enchytraeids and Isopods may be enhanced under some conditions (e.g., in earthworm middens), but in other cases earthworm activity may lead to a decrease in their populations due to competition for food (microbes and organic materials), and spatial and temporal changes in food abundance. Nevertheless, considering the presently available data, the beneficial interactions of earthworms and microflora and fauna appear to far outweigh the potential negative effects. However, much is still unknown regarding the interactions of earthworms of different ecological categories on the diversity and function of microfloral and faunal communities, and much more interdisciplinary research is needed to assess the potential role of earthworms in regulating the diversity of microflora and fauna in soil systems and the potentially beneficial or harmful effects this regulation may have on ecosystem function and plant growth in different ecosystems.","Plant and soil ","en",1995,"Mar","USA","USA","10.1007/978-94-011-0479-1_22","http://dx.doi.org/10.1007/978-94-011-0479-1_22","10.1111/gcb.13446","USA","USA","diversity;earthworms;soil fauna;soil microflora;soil processes ","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Relative abundance and seasonal activity of earthworms (Lumbricidae and Megascolecidae) as determined by hand-sorting and formalin extraction in forest soils on the southern Appalachian Piedmont.","M.A. Callaham","P.F. Hendrix","The relative efficiency of different sampling methods for earthworms may vary with site characteristics, season and earthworm species. We conducted a study in which earthworms were collected by hand-sorting and by formalin extraction in a successional, mixed hardwood-pine forest. The efficiency of each collecting technique was assessed in terms of seasonal trends, soil physical properties and species collected. Earthworm community age structure and seasonal temperature and moisture trends were the factors most integral to the efficiency of each technique. Results indicate that for the part of the year in which small juvenile earthworms were most abundant (November-May), hand-sorting was far superior to formalin extraction. However, for the remainder of the year, the efficiency of the two techniques did not vary significantly. The formalin extraction method was more effective than hand-sorting for the collection of Lumbricus terrestris L., but not for any other species. Soil physical properties such as pH and texture, while important in distributional patterns of earthworms, did not have a significant effect on the efficiency of the collection techniques.","SOIL BIOLOGY & BIOCHEMISTRY ","en",1997,"Mar-Apr","USA","USA","10.1016/s0038-0717(96)00095-8","http://dx.doi.org/10.1016/s0038-0717(96)00095-8","10.1111/gcb.13446","USA","University of Athens, Georgia","N/A","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Root foraging influences plant growth responses to earthworm foraging.","Erin K. Cameron","Erin M. Bayne","Interactions among the foraging behaviours of co-occurring animal species can impact population and community dynamics; the consequences of interactions between plant and animal foraging behaviours have received less attention. In North American forests, invasions by European earthworms have led to substantial changes in plant community composition. Changes in leaf litter have been identified as a critical indirect mechanism driving earthworm impacts on plants. However, there has been limited examination of the direct effects of earthworm burrowing on plant growth. Here we show a novel second pathway exists, whereby earthworms (Lumbricus terrestris L.) impact plant root foraging. In a minirhizotron experiment, roots occurred more frequently in burrows and soil cracks than in the soil matrix. The roots of Achillea millefolium L. preferentially occupied earthworm burrows, where nutrient availability was presumably higher than in cracks due to earthworm excreta. In contrast, the roots of Campanula rotundifolia L. were less likely to occur in burrows. This shift in root behaviour was associated with a 30% decline in the overall biomass of C. rotundifolia when earthworms were present. Our results indicate earthworm impacts on plant foraging can occur indirectly via physical and chemical changes to the soil and directly via root consumption or abrasion and thus may be one factor influencing plant growth and community change following earthworm invasion. More generally, this work demonstrates the potential for interactions to occur between the foraging behaviours of plants and soil animals and emphasizes the importance of integrating behavioural understanding in foraging studies involving plants.","PLOS ONE ","en",2014,"Sep","Canada","Canada","10.1371/journal.pone108873","https://doi.org/10.1371/journal.pone.0108873","10.1111/gcb.13446","Canada","boreal forest of northeastern Alberta (54°36′N, 110° 59′W)","Earthworms;Foraging;Animal behavior;Invasive species;Leaves;Plant-herbivore interactions;Root growth;Species interactions","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Global meta-analysis of the impacts of terres trial invertebrate invaders on species, communities and ecosystems.","Erin K. Cameron","Mar Cabeza","Terrestrial invertebrates comprise a large proportion of alien species world‐wide, yet a quantitative global synthesis of their effects on native species and ecosystems has not been explored. We conducted a meta‐analysis to examine the ecological impacts of terrestrial invertebrate invaders and to test how impacts are modulated by the invader's trophic position, habitat attributes (i.e. insularity and disturbance) and the study methodology (observational versus experimental).LocationGlobal.MethodsWe investigated the effects of terrestrial invertebrate invaders on populations, communities and ecosystems by conducting a random effects meta‐analysis using 112 articles reporting data from 710 field and laboratory studies. The analysis included 16 insect, 11 earthworm, 7 slug and 1 nematode invaders.ResultsOn average, across invaders, the presence of invaders reduced plant fitness (52%), animal diversity (33%) and animal abundance (29%). Leaf litter decomposition was 41% higher in the presence of invaders, while other ecosystem‐level variables such as nutrient cycling were not affected in a consistent direction. Invasive predators and detritivores decreased animal abundance, whereas herbivores and omnivores had limited impacts. Single invaders increased soil nitrogen pools while multiple species did not. Insularity and disturbance did not affect the magnitude of the impacts significantly, mainly because there was a large variation among studies.Main conclusionsOverall, our study indicates that terrestrial invertebrate invaders have significant consistent effects on populations, communities and ecosystems, with islands and disturbed sites not being more prone to impacts. However, effects vary considerably depending on the type of impact being examined and the trophic position of the invader. There is no evidence that invaders cause larger impacts when multiple species of invaders, rather than single invaders, are involved.","Global Ecology and Biogeography","en",2016,"Jan","Finland","Finland","10.1111/geb.12436","http://dx.doi.org/10.1111/geb.12436","10.1111/gcb.13446","Location: Global (website information)","Various","N/A","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Invasive earthworms as seed predators of temperate forest plants.","Colin M. Cassin","Peter M. Kotanen","Soil seedbanks play a key role in forest plant communities, contributing to regeneration and acting as a refuge from seed predators. This study provides evidence that seeds entering the soil seed-bank are vulnerable to granivory by invasive earthworms in temperate forests. Overall, 73 % of seeds of 6 ecologically important forest species were removed from the soil surface over 2 weeks in a Lumbricus terrestris microcosm experiment; 30 % vanished entirely, and presumably were destroyed. The invasive garlic mustard, Alliaria petiolata, was subject to the highest rates of removal. In contrast, results from a field exclosure experiment using 23 species of seed indicate that while seed predation by worms is still detectable, predation by rodents often may mask impacts of earthworms under natural conditions. Worms and rodents preferred different sizes of seeds: while seed predation by rodents was high in mid-to large-seeded species, earthworms tended to prefer smaller seeds. These findings suggest that although rodents are the main driver of seed predation, invasive earthworms may act as an additional ecological filter, and potentially may further influence the species composition of forest plant communities.","BIOLOGICAL INVASIONS ","en",2016,"Jun","Canada","Canada","10.1007/s10530-016-1101-x","http://dx.doi.org/10.1007/s10530-016-1101-x","10.1111/gcb.13446","N/A","N/A","Invasive earthworms;Seed predation;Granivory;Seed bank;Lumbricus terrestris;Exotic species","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Non-native earthworms promote plant invasion by ingesting seeds and modifying soil properties.","Julia Clause","Sébastien Barot","Earthworms can have strong direct effects on plant communities through consumption and digestion of seeds, however it is unclear how earthworms may influence the relative abundance and composition of plant communities invaded by non-native species. In this study, earthworms, seed banks, and the standing vegetation were sampled in a grassland of central California. Our objectives were i) to examine whether the abundances of non-native, invasive earthworm species and non-native grassland plant species are correlated, and ii) to test whether seed ingestion by these worms alters the soil seed bank by evaluating the composition of seeds in casts relative to uningested soil. Sampling locations were selected based on historical land-use practices, including presence or absence of tilling, and revegetation by seed using Phalaris aquatica. Only non-native earthworm species were found, dominated by the invasive European species Aporrectodea trapezoides. Earthworm abundance was significantly higher in the grassland blocks dominated by non-native plant species, and these sites had higher carbon and moisture contents. Earthworm abundance was also positively related to increased emergence of non-native seedlings, but had no effect on that of native seedlings. Plant species richness and total seedling emergence were higher in casts than in uningested soils. This study suggests that there is a potential effect of non-native earthworms in promoting non-native and likely invasive plant species within grasslands, due to seed-plant-earthworm interactions via soil modification or to seed ingestion by earthworms and subsequent cast effects on grassland dynamics. This study supports a growing body of literature for earthworms as ecosystem engineers but highlights the relative importance of considering non-native-native interactions with the associated plant community.","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY ","en",2015,"Apr","France","France","10.1016/j.actao.2015204","https://doi.org/10.1016/j.actao.2015.02.004","10.1111/gcb.13446","USA","grassland of central California","Invasive species;Californian grassland;Earthworm casts;Feedback;Interactions;Seed bank","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"R: A Language and Environment for Statistical Computing.","R core team","R core team","N/A","N/A","en",2015,"Feb","Austria","Austria","10.1145/190271.190295","http://dx.doi.org/10.1145/190271.190295","10.1111/gcb.13446","N/A","N/A","N/A","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Exotic earthworms of great lakes forests: a search for indicator plant species in maple forests.","Kathryn Corio","Gary Fewless","The invasion of exotic earthworms in previously earthworm-free northern deciduous forests has been linked to the disappearance of forest floor litter, declines in plant species richness, and the development of monotypic stands of Carex pensylvanica. However, the impact of exotic earthworms on the regeneration of trees and understory plants is largely unknown. We examined the relationships between earthworm density, plant species richness, leaf litter accumulation, number of tree (Acer) seedlings, and cover of C. pensylvanica at 14 sites in mesic hardwood forests of the Chequamegon-Nicolet National Forest in northern Wisconsin. Earthworm biomass, especially of the genera Lumbricus, Aporrectodea, and Octolasion was negatively associated with leaf litter mass and number of Acer seedlings. Nine plant species, including two spring ephemerals (Dicentra cucullaria and Osmorhiza claytonii), a sedge (Carex deweyana), and an invasive mint (Galeopsis tetrahit) were negatively correlated with exotic earthworm densities. Dtyopteris intermedia and Allium tricoccum, on the other hand, were associated with high earthworm densities. The activities of exotic earthworms appear to have significant impacts on Acer regeneration and the persistence of many herbaceous plants. Our findings suggest that the effects of exotic earthworms on litter mass are strongly related to the observed effects on species composition. Sensitive species can be used as indicators of high and low earthworm densities and might be useful for identifying forests of high conservation value where future invasions of exotic earthworms should be prevented.","FOREST ECOLOGY AND MANAGEMENT ","en",2009,"Sep","USA","USA","10.1016/j.foreco.2009513","http://dx.doi.org/10.1016/j.foreco.2009.05.013","10.1111/gcb.13446","USA","Chequamegon-Nicolet National Forest in Vilas, Forest, and Oconto Counties, Wisconsin.","Acer saccharum;Earthworm invasion;Invasive species;Indicator species;Northern hardwood forest","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Global diversity of drought tolerance and grassland climate-change resilience.","Joseph M. Craine","Joseph E. Fargione","Drought reduces plant productivity, induces widespread plant mortality and limits the geographic distribution of plant species(1-7). As climates warm and precipitation patterns shift in the future(8,9), understanding the distribution of the diversity of plant drought tolerance is central to predicting future ecosystem function and resilience to climate change(10-12). These questions are especially pressing for the world's 11,000 grass species(13), which dominate a large fraction of the terrestrial biosphere(14), yet are poorly characterized with respect to responses to drought. Here, we show that physiological drought tolerance, which varied tenfold among 426 grass species, is well distributed both climatically and phylogenetically, suggesting most native grasslands are likely to contain a high diversity of drought tolerance. Consequently, local species may help maintain ecosystem functioning in response to changing drought regimes without requiring long-distance migrations of grass species. Furthermore, physiologically drought-tolerant species had higher rates of water and carbon dioxide exchange than intolerant species, indicating that severe droughts may generate legacies for ecosystem functioning. In all, our findings suggest that diverse grasslands throughout the globe have the potential to be resilient to drought in the face of climate change through the local expansion of drought-tolerant species.","NATURE CLIMATE CHANGE ","en",2013,"Jan","USA","USA","10.1038/nclimate1634","http://dx.doi.org/10.1038/nclimate1634","10.1111/gcb.13446","USA","N/A","Climate-change ecology;Drought;Grassland ecology ","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Single and interactive effects of deer and earth worms on non-native plants.","Andrea Dávalos","Bernd Blossey","Understanding drivers of plant invasions is essential to predict and successfully manage invasions. Across forests in North America, increased white-tailed deer (Odocoileus virginianus) abundance and non-native earthworms may facilitate non-native plant invasions. While each agent may exert independent effects, earthworms and deer often co-occur and their combined effects are difficult to predict based solely on knowledge of their individual effects. Using a network of twelve forested sites that differ in earthworm density, we evaluated deer exclusion effects (30 × 30 m; with an adjacent similar sized unfenced control plot) on cover, growth and reproduction of three non-native plant species: Alliaria petiolata, Berberis thunbergii and Microstegium vimineum. In addition, we assessed interactive effects of deer exclusion and earthworm invasions on B. thunbergii ring-growth. Five years after fence construction, A. petiolata frequency and density, B. thunbergii height, and M. vimineum cover were all significantly lower in fenced compared to open plots. In addition, B. thunbergii ring-growth was significantly lower in fenced compared to open plots, and ring-growth was positively correlated with earthworm density. Moreover, deer access and earthworm density synergistically interacted resulting in highest B. thunbergii ring-growth in open plots at sites with higher earthworm density. Results indicate facilitative effects of deer on non-native plant species and highlight the importance of understanding interactions among co-occurring factors in order to understand non-native species success. Successful long-term control of invasive plants may require a reduction in deer abundance, rather than just removing invasive plant species.","FOREST ECOLOGY AND MANAGEMENT ","en",2015,"Apr","USA","USA","10.1016/j.foreco.2015426","https://doi.org/10.1016/j.foreco.2015.04.026","10.1111/gcb.13446","USA","US Army Garrison West Point, New York","Alliaria petiolata;Berberis thunbergii;Dendroecology;Earthworm invasion;Microstegium vimineum;White-tailed deer","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Linking aboveground and belowground diversity.","Gerlinde B De Deyn ","Wim H van der Putten ","Aboveground and belowground species interactions drive ecosystem properties at the local scale, but it is unclear how these relationships scale-up to regional and global scales. Here, we discuss our current knowledge of aboveground and belowground diversity links from a global to a local scale. Global diversity peaks towards the Equator for large, aboveground organisms, but not for small (mainly belowground) organisms, suggesting that there are size-related biodiversity gradients in global aboveground-belowground linkages. The generalization of aboveground-belowground diversity relationships, and their role in ecosystem functioning, requires surveys at scales that are relevant to the organisms and ecosystem properties. Habitat sizes and diversity gradients can differ significantly between aboveground and belowground organisms and between ecosystems. These gradients in biodiversity and plant community trait perception need to be acknowledged when studying aboveground-belowground biodiversity linkages.","TRENDS IN ECOLOGY & EVOLUTION ","en",2005,"Nov","The Netherlands","The Netherlands","10.1515/9781400847297.105","http://dx.doi.org/10.1515/9781400847297.105","10.1111/gcb.13446","Worldwide (terrestrial ecosystem)","Various","Keywords + : MYCORRHIZAL FUNGAL DIVERSITY;COMMUNITY COMPOSITION;SPECIES-DIVERSITY;PLANT-COMMUNITIES;INSECT HERBIVORY;SOIL COMMUNITY;BIODIVERSITY;GRASSLAND SCALE;ECOLOGY ","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Earthworm invasion, white-tailed deer and seedling establishment in deciduous forests of north-eastern North America.","Annise Dobson","Bernd Blossey","Earthworm invasions and high deer populations are among many stressors threatening long‐term population viability of forest understorey plants in north‐eastern North America. Stressor effects are typically tested one at a time; however, stressors often co‐occur and plants respond to effects of multiple stressors simultaneously.We used a factorial design to test independent and combined effects of non‐native earthworms and native white‐tailed deer on survival of seedling transplants of 15 native understorey plants in five forests in New York State.Earthworm biomass was negatively correlated with survival of 12 of 15 species. We found no interactive effect of deer and earthworms, but did find a positive, non‐consumptive effect of deer on Geranium maculatum and Polygonum virginianum survival.Deer and earthworm presence/absence indirectly influenced other trophic levels: earthworm presence increased the likelihood of insect attack, and deer exclusion increased the likelihood of rodent disturbance of transplants.Synthesis. Invasive earthworms negatively affected seedling survival of many understorey plants, including species previously thought to benefit from earthworm associations. This effect was a function of earthworm biomass, a surrogate for earthworm activity. We expect deer herbivory to increase in importance, including indirect effects, as seedlings grow into browse height over the next years. Investigations of co‐occurring stressors can result in ‘ecological surprises’ including previously overlooked non‐consumptive effects or effects on other trophic levels.","Journal of Ecology","en",2015,"Jan","USA","USA","10.1111/1365-2745.12350","http://dx.doi.org/10.1111/1365-2745.12350","10.1111/gcb.13446","USA","Tompkins and Tioga counties in the Finger Lakes Region of New York State","conservation;deciduous forests;indirect effects;invasion ecology;invasive species;multiple stressors;plant-soil below-ground interactions;seedling establishment","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Assemblage time series reveal biodiversity change but not systematic loss.","Maria Dornelas","Anne E. Magurran","The extent to which biodiversity change in local assemblages contributes to global biodiversity loss is poorly understood. We analyzed 100 time series from biomes across Earth to ask how diversity within assemblages is changing through time. We quantified patterns of temporal α diversity, measured as change in local diversity, and temporal β diversity, measured as change in community composition. Contrary to our expectations, we did not detect systematic loss of α diversity. However, community composition changed systematically through time, in excess of predictions from null models. Heterogeneous rates of environmental change, species range shifts associated with climate change, and biotic homogenization may explain the different patterns of temporal α and β diversity. Monitoring and understanding change in species composition should be a conservation priority.","Science","en",2014,"Apr","UK","UK","10.3410/f.718355162.793494965","http://dx.doi.org/10.3410/f.718355162.793494965","10.1111/gcb.13446","Worldwide (100 time series from biomes across Earth)","Various","N/A","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Non-native anecic earthworms (Lumbricus terrestris L.) reduce seed germination and seedling survival of temperate and boreal trees species.","Mélanie Drouin","Joann Whalen","Recent studies have shown that the introduction of non-native earthworms in previously earthworm-free soils may have negative impacts on the recruitment of certain understory plant species in northern temperate forests. There is a need, therefore, to understand the mechanisms that may underlie this phenomenon. A microcosm study was conducted to test the effects of the anecic earthworm, Lumbricus terrestris L, on the number of days for germination, % seed germination, seedling survival and seedling biomass of 14 tree species native to southern Quebec (Canada). Seeds of these species were germinated and grown in the presence or absence of L terrestris. The presence of earthworms significantly reduced % seed germination of seven tree species, as well as seedling survival of three tree species. The germination date of three tree species was significantly affected, either positively or negatively, by the presence of earthworms. Earthworms had no effect on seedling biomass. Results suggest that the introduction of L. terrestris into forested ecosystems of southern Quebec may potentially alter overstory composition through several mechanisms that differentially affect the recruitment of various tree species in the understory.","APPLIED SOIL ECOLOGY","en",2014,"Mar","Canada","Canada","10.1016/j.apsoil.2013.1106","https://doi.org/10.1016/j.apsoil.2013.11.006","10.1111/gcb.13446","Canada","near the town of Windsor","Lumbricus terrestris;Northern temperate and boreal tree species;Seed germination;Seedling survival","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
