"Title","First author","Last author","Abstract","Journal","Language","Year","Month","First Author Country","Last Author Country","DOI","DOI URL","DOI MA","Country study","Location ","Keywords","Keywords MA"
"The action of an animal ecosystem engineer: identification of the main mechanisms of earthworm impacts on soil microarthropods.","Nico Eisenhauer","Nico Eisenhauer","Non-trophic interactions are shaping soil food web structure and functions. Particularly, the action of ecosystem engineers, such as earthworms, are likely to fundamentally impact the abiotic and biotic properties of their environment. The present study aimed to identify the main mechanisms through which earthworms belonging to varying ecological groups - epigeic, endogeic and anecic species - affect soil microarthropods by reviewing the literature on this topic and by performing meta-analyses.  Earthworm ecological groups differed considerably in their impacts on microarthropods, whereas effects did not vary significantly between microarthropod taxa at the habitat scale. Inconsistent impacts of epigeic species on soil microarthropods are most likely due to differences in earthworm densities. Effects can thus be positive in the case of moderate densities or negative in the case of high densities and associated distinct changes in the physical structure of the upper soil organic layers. By contrast, impacts of endogeic earthworms appeared to be mainly negative and were primarily due to competition with microarthropods for food resources. Consequently, negative impacts on soil microarthropods intensified with increasing earthworm density and biomass. This interaction between endogeic earthworms and microarthropods is better referred to as amensalism due to the competitive predominance of earthworms. Impacts of anecic earthworm species differed significantly from that of endogeic ones; they were neutral at the habitat scale and positive on the microhabitat scale. Moreover, impacts were independent of earthworm densities due to the quasi-territorial behaviour of anecic earthworms. Positive effects were mainly attributed to the formation of stable microhabitats by anecic species; namely burrows/middens, rich in nutrients and microorganisms.  The present study points to the relevance of the non-trophic biotic interactions that drive the composition of belowground food webs by identifying the most essential mechanisms underlying the impacts of animal ecosystem engineers on soil microarthropods. Moreover, as earthworms emerge as important biological invaders, the results of the present study may help to fully appreciate, estimate and model the consequences of this momentous global change phenomenon. Particularly, the spread of exotic epigeic and endogeic earthworm species likely threatens soil microarthropod density, diversity and functions. ","PEDOBIOLOGIA","en",2010,"Apr","Germany","Germany","10.1016/j.pedobi.2010403","https://doi.org/10.1016/j.pedobi.2010.04.003","10.1111/gcb.13446","Various (meta-analysis)","Various ","Anecic earthworms;Earthworm invasion;Endogeic earthworms;Epigeic earthworms;Non-trophic interactions","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Invasibility of experimental grassland communities: the role of earthworms, plant functional group identity and seed size.","Nico Eisenhauer","Stefan Scheu","Invasions of natural communities by non‐indigenous species threaten native biodiversity and are currently rated as one of the most important global‐scale environmental problems. The mechanisms that make communities resistant to invasions and drive the establishment success of seedlings are essential both for management and for understanding community assembly and structure. Especially in grasslands, anecic earthworms are known to function as ecosystem engineers, however, their direct effects on plant community composition and on the invasibility of plant communities via plant seed burial, ingestion and digestion are poorly understood.In a greenhouse experiment we investigated the impact ofLumbricus terrestris, plant functional group identity and seed size of plant invader species and plant functional group of the established plant community on the number and biomass of plant invaders. We set up 120 microcosms comprising four plant community treatments, two earthworm treatments and three plant invader treatments containing three seed size classes.Earthworm performance was influenced by an interaction between plant functional group identity of the established plant community and that of invader species. The established plant community and invader seed size affected the number of invader plants significantly, while invader biomass was only affected by the established community. Since earthworm effects on the number and biomass of invader plants varied with seed size and plant functional group identity they probably play a key role in seedling establishment and plant community composition.Seeds and germinating seedlings in earthworm burrows may significantly contribute to earthworm nutrition, but this deserves further attention.Lumbricus terrestrislikely behaves like a ‘farmer’ by collecting plant seeds which cannot directly be swallowed or digested. Presumably, these seeds are left in middens and become eatable after partial microbial decay. Increased earthworm numbers in more diverse plant communities likely contribute to the positive relationship between plant species diversity and resistance against invaders.","OIKOS ","en",2008,"Jul","Germany","Germany","10.1111/j030-1299.2008.16812.x","https://www.jstor.org/stable/40235493","10.1111/gcb.13446","N/A ","N/A ","Keywords +: SPECIES-RICHNESS;DIVERSITY;INVASION;GROWTH;ECOLOGY;ESTABLISHMENT;LUMBRICIDAE;DISTURBANCE;HERBIVORY;PATTERNS","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Invasion of a deciduous forest by earthworms: changes in soil chemistry, microflora, microarthropods and vegetation.","Nico Eisenhauer","Stefan Scheu","Ecosystems of northern North America existed without earthworm fauna until European settlers arrived and introduced European species. The current extent of invasion by some of these species, Lumbricus terrestris L., Octolasion tyrtaeum Savigny and Dendrobaena octaedra Savigny, into an aspen forest in the Canadian Rocky Mountains and the effects of the invasion on soil chemistry, microflora, soil microarthropods and vegetation were investigated. Densities of earthworm species, soil structure, plant coverage and abundance were determined along three transects starting at the edge of the forest. At locations with L. terrestris, litter was incorporated into the soil, and where O. tyrtaeum was present, organic layers were mixed with mineral soil layers. Organic layers disappeared almost entirely when both species occurred together. Carbon and nitrogen concentrations were reduced in organic layers in the presence of L. terrestris and O. tyrtaeum. Microbial biomass and basal respiration were reduced when L. terrestris and O. tyrtaeum were present, presumably due to resource competition and habitat destruction. Microarthropod densities and the number of microarthropod species were strongly reduced in the presence of O. tyrtaeum (-75% and -22%, respectively), probably through mechanical disturbances, increasing compactness of the soil and resource competition. The coverage of some plant species was correlated with earthworm abundance, but the coverage of others was not. Despite harsh climatic conditions, the invasion of boreal forest ecosystems by mineral soil dwelling earthworm species is proceeding and strongly impacts soil structure, soil chemistry, microorganisms, soil microarthropods and vegetation. (c) 2007 Elsevier Ltd. All rights reserved.","SOIL BIOLOGY & BIOCHEMISTRY ","en",2007,"May","Germany","Germany","10.1016/j.soilbio.2006.1219","https://doi.org/10.1016/j.soilbio.2006.12.019","10.1111/gcb.13446","Canada","south-facing slope at about 1410 m above sea level in Kananaskis Valley in the front range of the Canadian Rocky Mountains in southwest Alberta","ecological invasion;microbial community;mesofauna","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Assessment of anecic behavior in selected earthworm species: Effects on wheat seed burial, seedling establishment, wheat growth and litter incorporation.","Nico Eisenhauer","Stefan Scheu","Anecic earthworm species function as ecosystem engineers by structuring the soil environment, incorporating large amounts of litter and seeds into soil and, thereby influence the composition of plant communities. The aim of the present greenhouse experiment was to investigate the effects of three apparently anecic earthworm species on wheat seed burial, seedling establishment, wheat growth and litter incorporation. The three species differed substantially in their behavior and effect on plant establishment. Aporrectodea longa did not incorporate litter into the soil while Lumbricus terrestris (-69%) and Lumbricus rubellus friendoides (-75%) reduced the litter layer considerably during 9 weeks of incubation. Moreover, L. terrestris and L. rubellus friendoides buried more wheat seeds than A. longa. Fewer seeds germinated when buried by A. longa compared to L. terrestris. The behavior of L. terrestris and L. rubellus friendoides was characteristic for anecic earthworm species whereas that of A. longa rather resembled that of endogeic species. The present study is the first experimental evidence for anecic behavior in L. rubellus friendoides.","APPLIED SOIL ECOLOGY ","en",2008,"Jan","Germany","Germany","10.1016/j.apsoil.2007702","https://doi.org/10.1016/j.apsoil.2007.07.002","10.1111/gcb.13446","Germany","University of Hohenheim, Baden-Württemberg","anecic earthworms;Lumbricus terrestris;Lumbricus rubellus friendoides;Aporrectodea longa;plant seeds;ecological earthworm group","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Direct and indirect effects of endogeic earthworms on plant seeds.","Nico Eisenhauer","Stefan Scheu","The soil seed bank functions to escape unfavourable environmental conditions and seed predation. Anecic earthworms are increasingly recognised as important dispersers and predators of plant seeds. In contrast, the rote of the usually more abundant endogeic earthworms which live and feed in the soil on plant seeds is largely unknown. We tested whether (A) endogeic earthworms (Aporrectodea rosea, Allolobophora chlorotica, Octolasion tyrtaeum, Aporrectodea caliginosa) ingest and digest grassland plant seeds (Phleum pratense, Bellis perennis, Trifolium repens, Poa trivialis, Plantago lanceolato, Medicago varia), (B) the passage of seeds through the gut of endogeic earthworms modifies seed germination, and (C) excreta (mucus and casts) of endogeic earthworms modify seed germination. As a reference effects of the well-studied anecic species Lumbricus terrestris were determined. Endogeic earthworms ingested and digested all of the studied plant seeds; however, both ingestion and digestion were earthworm and plant species specific. Moreover, passage through the gut of endogeic earthworms and their excreta modified plant seed germination (gut passage: B. perennis; excreta: Ph. pratense and Pl. lanceolato). The results indicate that endogeic earthworms may strongly impact the composition of the soil seed bank and, consequently, plant community assembly via direct and indirect effects on plant seeds. Since post-dispersal seed predation is a key factor for the structure of plant communities, with the effect on seed survival potentially exceeding that of pre-dispersal predation, seed predation and changes in germination of seeds by endogeic earthworm species is likely to drive plant community composition.","PEDOBIOLOGIA ","en",2009,"Jan","Germany","Germany","10.1016/j.pedobi.2008702","https://doi.org/10.1016/j.pedobi.2008.07.002","10.1111/gcb.13446","Germany","grassland field site of The Jena Experiment (Near the Saale river within the city boundaries of Jena in Thuringia)","Above and belowground interactions;Earthworm casts;Earthworm mucus;Grassland;Seed bank;The Jena Experiment","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Earthworms as seedling predators: Importance of seeds and seedlings for earthworm nutrition.","Nico Eisenhauer","Stefan Scheu","Anecic earthworms have been shown to collect, concentrate and bury seeds in their burrows. Moreover, recent studies suggest that earthworms function as granivores and seedling herbivores thereby directly impacting plant community assembly. However, this has not been proven unequivocally. Further, it remains unclear if earthworms benefit from seed ingestion, i.e., if they assimilate seed carbon. We set up a series of three laboratory experiments in order to test the following hypotheses: (1) anecic earthworms (Lumbricus terrestris L) not only ingest seeds but also seedlings, (2) ingestion of seedlings is lower than that of seeds due to a 'size refuge' of seedlings (i.e., they are too big to be swallowed), and (3) seeds and seedlings contribute to earthworm nutrition. L terrestris readily consumed legume seedlings in the radicle stage, whereas legume seeds and seedlings in the cotyledon stage, and grass seeds and seedlings in the radicle and cotyledon stage were ingested in similar but lower amounts. Importantly, ingestion of seedlings, in contrast to seeds, was lethal for all plant species. Moreover, earthworm weight change varied with the functional identity and vitality of seeds and natural N-15 signatures in earthworm body tissue underlined the importance of seedlings for earthworm nutrition. The results indicate that the anecic earthworm L. terrestris indeed functions as a granivore and seedling herbivore. The selectivity in seedling ingestion points at the potential of direct earthworm effects on plant community assembly. Further, seeds and seedlings most likely contribute significantly to earthworm nutrition potentially explaining the collection and concentration of seeds by L terrestris in its middens and burrows; however, the present results call for experiments under more natural conditions. ","Soil Biology and Biochemistry","en",2010,"Aug","Germany","Germany","10.1016/j.soilbio.2010412","https://doi.org/10.1016/j.soilbio.2010.04.012","10.1111/gcb.13446","Germany","grassland field site of The Jena Experiment (Near the Saale river within the city boundaries of Jena in Thuringia)","Above- and belowground interactions;Anecic earthworms;Granivory;Grassland;The Jena experiment;Seedling herbivory;Stable isotope analysis","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Interactive effects of global warming and “global worming” on the initial establishment of native and exotic herbaceous plant species.","Nico Eisenhauer","Peter B. Reich","The spread of exotic earthworms (‘worming’) and rising temperatures are expected to alter the biological, chemical and physical properties of many ecosystems, yet little is known about their potential interactive effects. We performed a laboratory microcosm experiment to investigate the effects of earthworms (anecic, endogeic, epigeic, or all three together) and 4°C warming on soil water content, litter turnover and seedling establishment of four native and four exotic herbaceous plant species.Warming and worming exerted independent as well as interactive effects on soil processes and plant dynamics. Warming reduced the water content of the upper soil layer, but only in the presence of earthworms. Litter removal increased in the presence of earthworms, the effect being most pronounced in the presence of anecic earthworms at ambient temperature. Exotic plant species were most influenced by earthworms (lower seedling number but higher biomass), whereas natives were most sensitive to warming (higher seedling number). This differential response resulted in significant interaction effects of earthworms and warming on abundance and richness of native relative to exotic plants as well as related shifts in plant species composition. Structural equation modeling allowed us to address possible mechanisms: direct effects of earthworms primarily affected exotic plants, whereas earthworms and warming indirectly and differentially affected native and exotic plants through changes in soil water content and surface litter.Invasive earthworms and warming are likely to interactively impact abiotic and biotic ecosystem properties. The invasion of epigeic and anecic species could select for plant species able to germinate on bare soil and tolerate drought, with the latter becoming more important in a warmer world. Thus earthworm invasion may result in simplified plant communities of increased susceptibility to the invasion of exotic plants.","Oikos","en",2011,"Nov","Germany","Australia","10.1111/j.1600-0706.2011.19807.x","http://dx.doi.org/10.1111/j.1600-0706.2011.19807.x","10.1111/gcb.13446","USA","Cloquet Forestry Center","Keywords + : EUROPEAN EARTHWORM INVASION;NORTHERN HARDWOOD FORESTS;SEEDLING ESTABLISHMENT;ENDOGEIC EARTHWORMS;ECOSYSTEM ENGINEERS;CLIMATE-CHANGE;TEMPERATE;IMPACT;DECOMPOSITION;INVASIBILITY ","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Biodiversity–ecosystem function experiments reveal the mechanisms underlying the consequences of biodiversity change in real world ecosystems.","Nico Eisenhauer","Manfred Türke","In a recent Forum paper, Wardle (Journal of Vegetation Science, 2016) questions the value of biodiversity–ecosystem function (BEF) experiments with respect to their implications for biodiversity changes in real world communities. The main criticism is that the previous focus of BEF experiments on random species assemblages within each level of diversity has ‘limited the understanding of how natural communities respond to biodiversity loss.’ He concludes that a broader spectrum of approaches considering both non‐random gains and losses of diversity is essential to advance this field of research. Wardle's paper is timely because of recent observations of frequent local and regional biodiversity changes across ecosystems. While we appreciate that new and complementary experimental approaches are required for advancing the field, we question criticisms regarding the validity of BEF experiments. Therefore, we respond by briefly reiterating previous arguments emphasizing the reasoning behind random species composition in BEF experiments. We describe how BEF experiments have identified important mechanisms that play a role in real world ecosystems, advancing our understanding of ecosystem responses to species gains and losses. We discuss recent examples where theory derived from BEF experiments enriched our understanding of the consequences of biodiversity changes in real world ecosystems and where comprehensive analyses and integrative modelling approaches confirmed patterns found in BEF experiments. Finally, we provide some promising directions in BEF research.","JOURNAL OF VEGETATION SCIENCE ","en",2016,"Sep","Germany","Germany","10.1111/jvs.12435","http://dx.doi.org/10.1111/jvs.12435","10.1111/gcb.13446","Germany","N/A","Biodiversity change;Biodiversity ecosystem functioning;Complementarity;Diversity-productivity;Ecosystem multifunctionality;Non-random biodiversity loss","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Trophic Downgrading of Planet Earth.","Estes, James A.","Wardle, David A.","Until recently, large apex consumers were ubiquitous across the globe and had been for millions of years. The loss of these animals may be humankind's most pervasive influence on nature. Although such losses are widely viewed as an ethical and aesthetic problem, recent research reveals extensive cascading effects of their disappearance in marine, terrestrial, and freshwater ecosystems worldwide. This empirical work supports long-standing theory about the role of top-down forcing in ecosystems but also highlights the unanticipated impacts of trophic cascades on processes as diverse as the dynamics of disease, wildfire, carbon sequestration, invasive species, and biogeochemical cycles. These findings emphasize the urgent need for interdisciplinary research to forecast the effects of trophic downgrading on process, function, and resilience in global ecosyst","Science","en",2011,"Jul","USA","USA","10.3410/f.11992956.13120054","http://dx.doi.org/10.3410/f.11992956.13120054","10.1111/gcb.13446","Worldwide (global ecosystems)","Various","Keywords +: SEA OTTERS;INTRODUCED PREDATORS;GROUND IMPACTS;TOP-DOWN DYNAMICS;EXTINCTION;MASS CASCADES;NUTRIENT INVASION","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Earthworms reduce biotic 15-Nitrogen retention in northern hardwood forests.","Holly A. Ewing","Esteban Suarez","Invasive exotic earthworms are significantly influencing understory community composition, soil, and ecosystem processes in northern hardwood forests in North America, but their effect on the retention of nitrogen (N) has been inconclusive. We examined this in two northern hardwood forest sites in New York state, USA through a tracer study. In both spring and fall, we added tracer amounts of N-15 as nitrate-to simulate atmospheric deposition-with the biologically less active tracer bromide (Br-) to areas both with and without large populations of invasive earthworms. Total recovery of N-15 was lower in earthworm-invaded plots, largely due to less retention in litter and upper soil horizons. Although the strong relationship between retention in the upper soil horizons and total N-15 recovery suggests that earthworm destruction of the forest floor may be one mechanism reducing the capacity for N retention, in some cases the mineral soil in earthworm-invaded plots retained substantial N. Biotic pools, particularly litter and microbial biomass, retained significantly less N-15 in earthworm-invaded plots than in their uninvaded counterparts. In plots invaded by earthworms, negative effects of earthworms on trees were revealed through root-uptake assays suggesting somewhat greater plant demand for ammonium in the spring and in lower N-15 recovery in maple seedlings the year following tracer addition. Although similar patterns of Br- movement across treatments suggested that earthworms had smaller effects on hydrologic tracer movement than expected, they appear to have significant effects on the biological processes that underlie N retention.","ECOSYSTEMS ","en",2015,"Mar","USA","Ecuador","10.1007/s10021-014-9831-z","http://dx.doi.org/10.1007/s10021-014-9831-z","10.1111/gcb.13446","N/A","N/A","ammonium;earthworms;hardwood forest;hydrology;invasive species;nitrate;nitrogen retention;nutrient cycling;microbes;soils","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Earthworm effects on the incorporation of litter C and N into soil organic matter in a sugar maple forest.","Timothy J. Fahey","Patrick J. Bohlen","To examine the mechanisms of earthworm effects on forest soil C and N, we double‐labeled leaf litter with 13C and 15N, applied it to sugar maple forest plots with and without earthworms, and traced isotopes into soil pools. The experimental design included forest plots with different earthworm community composition (dominated by Lumbricus terrestris or L. rubellus). Soil carbon pools were 37% lower in earthworm‐invaded plots largely because of the elimination of the forest floor horizons, and mineral soil C:N was lower in earthworm plots despite the mixing of high C:N organic matter into soil by earthworms. Litter disappearance over the first winter–spring was highest in the L. terrestris (T) plots, but during the warm season, rapid loss of litter was observed in both L. rubellus (R) and T plots. After two years, 22% ± 5.4% of 13C released from litter was recovered in soil with no significant differences among plots. Total recovery of added 13C (decaying litter plus soil) was much higher in no‐worm (NW) plots (61–68%) than in R and T plots (20–29%) as much of the litter remained in the former whereas it had disappeared in the latter. Much higher percentage recovery of 15N than 13C was observed, with significantly lower values for T than R and NW plots. Higher overwinter earthworm activity in T plots contributed to lower soil N recovery. In earthworm‐invaded plots isotope enrichment was highest in macroaggregates and microaggregates whereas in NW plots silt plus clay fractions were most enriched. The net effect of litter mixing and priming of recalcitrant soil organic matter (SOM), stabilization of SOM in soil aggregates, and alteration of the soil microbial community by earthworm activity results in loss of SOM and lowering of the C:N ratio. We suggest that earthworm stoichiometry plays a fundamental role in regulating C and N dynamics of forest SOM.","Ecological Applications","en",2013,"Jul ","USA","USA","10.1890/12-1760.1","http://dx.doi.org/10.1890/12-1760.1","10.1111/gcb.13446","USA","Cornell University's Arnot Forest located in Tompkins County, central New York State","aggregate;C:N ratio;decomposition;litter;Lumbricus;stoichiometry","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Carbon food resources of earthworms of different ecological groups as indicated by 13C compound-specific stable isotope analysis.","Olga Ferlian","Stefan Scheu","One of the challenges in soil ecology is to determine which organisms utilise stable forms of carbon in soil. Recent studies have indicated that endogeic earthworms are able to mobilise such stable carbon compounds. However, it remains unclear which particular compounds of stabilised carbon in soil are utilised by earthworms. Furthermore, current knowledge on ecological groups and food resources of earthworms is mainly based on direct observations, hence only reflecting what was ingested but not what was actually assimilated. We analysed seven earthworm species in beech and spruce forests and the associated litter, earthworm middens and soils, and employed compound-specific C-13 stable isotope analysis of fatty acids (FAs) to identify the origins of carbon resources of the earthworms. To relate food resources to carbon compounds of different stability, we analysed C-13 signatures of FAs of different particle size fractions. FA delta C-13 profiles of epigeic and endogeic earthworm species indicated assimilation of recently-fixed and recalcitrant carbon resources, respectively, whereas anecic earthworms assimilated a mixture of resources of different stability. Utilisation of carbon resources did not differ between beech and spruce forests. Endogeic species were associated with neutral lipids of soil particle size fractions with delta C-13 signatures of the bacterial marker a15:0 in earthworms resembling those of the clay fraction. This suggests that they assimilated carbon associated with small particle size fractions attached to clay humus complexes. The results showed that earthworms of different ecological groups utilise carbon pools of different origin and stability. As indicated by neutral lipids of bacterial origin, physically-stabilised organic matter appears to contribute to the nutrition of endogeic earthworms in forest systems. ","SOIL BIOLOGY & BIOCHEMISTRY ","en",2014,"Oct","Germany","Germany","10.1016/j.soilbio.2014602","https://doi.org/10.1016/j.soilbio.2014.06.002","10.1111/gcb.13446","Germany","Hainich, a mountain range in Thuringia","Clay;Endogeic;Fatty acids;Soil organic matter;Soil particle size fractions;Stable carbon pools","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Linking direct and indirect pathways mediating earthworms, deer, and understory composition in Great Lakes forests.","Nicholas A. Fisichelli","Nico Eisenhauer","Ahistorical drivers such as nonnative invasive earthworms and high deer densities can have substantial impacts on ecosystem processes and plant community composition in temperate and boreal forests of North America. To assess the roles of earthworm disturbance, deer, and environmental factors in the understory, we sampled 125 mixed temperate-boreal forest sites across the western Great Lakes region. We utilized structural equation modeling (SEM) to address the hypothesis that earthworm disturbance to the upper soil horizons and selective herbivory by deer are associated with depauperate understory plant communities dominated by graminoid and nonnative species. Evidence of earthworm activity was found at 93 % of our sites and 49 % had high to very high severity earthworm disturbance. The SEM fit the data well and indicated that widespread nonnative earthworm disturbance and high deer densities had similar magnitudes of impact on understory plant communities and that these impacts were partially mediated by environmental characteristics. One-third of the variation in earthworm disturbance was explained by soil pH, precipitation, and litter quality. Deer density and earthworm disturbance both increased graminoid cover while environmental variables showed direct and indirect relationships. For example, the positive relationship between temperature and graminoids was indirect through a positive temperature effect on deer density. This research characterizes an integrated set of key environmental variables driving earthworm disturbance and deer impacts on the forest understory, facilitating predictions of the locations and severity of future change in northern temperate and boreal forest ecosystems.","BIOLOGICAL INVASIONS ","en",2012,"Dec","USA","Germany","10.1007/s10530-012-0350-6","http://dx.doi.org/10.1007/s10530-012-0350-6","10.1111/gcb.13446","USA","125 forest sites in Minnesota, Wisconsin, and Michigan","Carex pensylvanica;Climate;Deer browsing;Earthworm invasion;Forest soils;Graminoid cover;Invasive plants;Understory plant community","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Importance of earthworm–seed interactions for the composition and structure of plant communities: A review.","Estelle Forey","Nico Eisenhauer","Soil seed bank composition and dynamics are crucial elements for the understanding of plant population and community ecology. Earthworms are increasingly recognized as important dispersers and predators of seeds. Through direct and indirect effects they influence either positively or negatively the establishment and survival of seeds and seedlings.  Seedling establishment is affected by a variety of earthworm-mediated mechanisms, such as selective seed ingestion and digestion, acceleration or deceleration of germination, and seed transport. Earthworm casts deposited on the soil surface and the entrance of earthworm burrows often contain viable seeds and constitute important regeneration niches for plant seedlings and therefore likely favour specific seed traits. However, the role of earthworms as seed dispersers, mediators of seed bank dynamics and seed predators has not been considered in concert. The overall effect of earthworms on plant communities remains little understood. Most knowledge is based on laboratory studies on temperate species and future work has to explore the biological significance of earthworm-seed interactions under more natural conditions.  In this review we summarize the current knowledge on earthworm-seed interactions and discuss factors determining these interactions. We highlight that this interaction may be an underappreciated, yet major driving force for the dynamics of soil seed banks and plant communities which most likely have experienced co-evolutionary processes. Despite the experimental bias, we hypothesize that the knowledge gathered in the present review is of crucial relevance for restoration and conservation ecology. For instance, as earthworms emerge as successful and ubiquitous invaders in various ecosystems, the summarized information might serve as a basis for realistic estimations and modelling of consequences on native plant communities. We depict promising directions of future research and point to the need to consider above- and belowground interactions in order to mechanistically understand the driving forces of plant community assembly. ","ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY ","en",2011,"Nov-Dec","France ","Germany","10.1016/j.actao.2011301","https://doi.org/10.1016/j.actao.2011.03.001","10.1111/gcb.13446","Various (review)","Various","Plant recruitment;Seed translocation;Seed predation;Germination;Regeneration niche;Soil fauna;Soil seed bank","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Earthworm invasion into previously earthworm-free temperate and boreal forests.","Lee E. Frelich","Reich, Peter B.","Earthworms are keystone detritivores that can influence primary producers by changing seedbed conditions, soil characteristics, flow of water, nutrients and carbon, and plant-herbivore interactions. The invasion of European earthworms into previously earthworm-free temperate and boreal forests of North America dominated by Acer, Quercus, Betula, Pinus and Populus has provided ample opportunity to observe how earthworms engineer ecosystems. Impacts vary with soil parent material, land use history, and assemblage of invading earthworm species. Earthworms reduce the thickness of organic layers, increase the bulk density of soils and incorporate litter and humus materials into deeper horizons of the soil profile, thereby affecting the whole soil food web and the above ground plant community. Mixing of organic and mineral materials turns mor into mull humus which significantly changes the distribution and community composition of the soil microflora and seedbed conditions for vascular plants. In some forests earthworm invasion leads to reduced availability and increased leaching of N and P in soil horizons where most fine roots are concentrated. Earthworms can contribute to a forest decline syndrome, and forest herbs in the genera Aralia, Botrychium, Osmorhiza, Trillium, Uvularia, and Viola are reduced in abundance during earthworm invasion. The degree of plant recovery after invasion varies greatly among sites and depends on complex interactions with soil processes and herbivores. These changes are likely to alter competitive relationships among plant species, possibly facilitating invasion of exotic plant species such as Rhamnus cathartica into North American forests, leading to as yet unknown changes in successional trajectory.","BIOLOGICAL INVASIONS ","en",2006,"Sep","USA","Australia","10.1007/978-1-4020-5429-7_5","http://dx.doi.org/10.1007/978-1-4020-5429-7_5","10.1111/gcb.13446","USA","New York forests, Minnesota forests","Aporrectodea;Dendrobaena;Exotic earthworm invasion;Lumbricus rubellus;Lumbricus terrestris;Keystone species;Minnesota forests;New York forests","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Trophic cascades, invasive species and body-size hierarchies interactively modulate climate change responses of ecotonal temperate–boreal forest.","Lee E. Frelich","Nico Eisenhauer","As the climate warms, boreal tree species are expected to be gradually replaced by temperate species within the southern boreal forest. Warming will be accompanied by changes in above- and below-ground consumers: large moose (Alces alces) replaced by smaller deer (Odocoileus virginianus) above-ground, and small detritivores replaced by larger exotic earthworms below-ground. These shifts may induce a cascade of ecological impacts across trophic levels that could alter the boreal to temperate forest transition. Deer are more likely to browse saplings of temperate tree species, and European earthworms favour seedlings of boreal tree species more than temperate species, potentially hindering the ability of temperate tree species to expand northwards. We hypothesize that warming-induced changes in consumers will lead to novel plant communities by changing the filter on plant species success, and that above- and below-ground cascades of trophic interactions will allow boreal tree species to persist during early phases of warming, leading to an abrupt change at a later time. The synthesis of evidence suggests that consumers can modify the climate change-induced transition of ecosystems.","PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES ","en",2012,"Nov","USA","USA","10.1098/rstb.2012235","https://doi.org/10.1098/rstb.2012.0235","10.1111/gcb.13446","N/A","N/A","body mass;climate warming;exotic earthworms;trophic interactions;soil food webs","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
"Exploring carbon flow through the root channel in a temperate forest soil food web.","Kadeem J. Gilbert","Joseph B. Yavitt","Soil food webs play an important role in forest ecosystem functions that may be sensitive to global environmental change. We traced a pulse of C-13 from the root systems of young sugar maple stands through the soil food web to explore energy flow from roots to soil heterotrophs. Invasive earthworms (Lumbricidae) were the most highly-enriched taxa sampled, indicating that they were consuming significant quantities of live fine roots and mycorrhizae and assimilating significant amounts of root-derived C. Another invasive invertebrate, a weevil (Barypeithes pellucidus) also appeared to consume significant amounts of roots or root-derived C. High isotope enrichment in ants (Formicidae) may reflect their feeding on phloem-sucking coccids in soil. All the predators collected from the litter layer also exhibited high isotope enrichment, including the salamander Plethodon cinereus. Moreover, in the absence of invasive earthworms all the taxa of animals collected from surface soil were similarly highly-enriched in root-derived isotopes. The apparent importance of the root channel in supplying energy to the soil food web suggests that forest ecosystem functions could be highly sensitive to global changes that alter proportional tree C allocation belowground.","SOIL BIOLOGY & BIOCHEMISTRY ","en",2014,"Sep","USA","USA","10.1016/j.soilbio.2014505","https://doi.org/10.1016/j.soilbio.2014.05.005","10.1111/gcb.13446","USA","Arnot Forest, central New York","Ants;Carbon;Earthworms;Energy flow;Invasive species;Salamander","introduced earthworms; plant communities; plant diversity; biological invasions; earthworm invasion; community composition; meta-analysis"
