"Title","First author","Last author","Abstract","Journal","Language","Year","Month","First Author Country","Last Author Country","DOI","DOI URL","DOI MA","Country study","Location ","Keywords","Keywords MA"
"Microflora, protozoa and nematoda in Lumbricus terrestris burrow walls: a laboratory experiment.","Alexei V. Tiunov","Stefan Scheu","Anecic earthworms emLumbricus terrestris L. were kept in laboratory microcosms containing soil and litter from a lime (emTilia cordata) and beech (emFagus sylvatica) forest. Nutrient (mineral nitrogen and phosphorus) contents, microbial activity and densities of protozoa and nematodes were determined in burrow walls and control soils after 165 days. Well-developed burrow linings consisting of earthworm faeces were formed in the “emTilia” treatment, but not in the “emFagus” treatment, presumably because beech litter was not an adequate food resource for emL. terrestris. Consequently, increases in microbial biomass, basal respiration and microbial volume in burrow walls compared to surrounding soil were significant in the “emTilia” treatment only. However, in both treatments burrow walls were strongly enriched in mineral nitrogen and phosphorus. The density and biomass of protozoa were significantly greater in burrow walls compared to the control soil. The numbers of naked amoebae increased by similar factors of 4 and 3.5 in burrow walls of the “emTilia” and “emFagus” treatment, respectively. Flagellate density increased more than tenfold in burrow walls of the “emTilia” treatment but only twofold in the “emFagus” treatment. In addition, a comparatively large ciliate population was present in burrow walls in the “emTilia” treatment. The total abundance of protozoa was significantly correlated with the contents of inorganic N and P in the samples (emr = 0.68 and 0.63 respectively, P&lt; 0.03) suggesting that protozoan grazing participated in the mobilisation of nutrients from microbial biomass. The total nematode density was increased in burrow walls by a factor of 3 in the “emTilia” treatment (mostly due to bacterivorous nematodes), but was not affected in the “emFagus” treatment. In both treatments density of fungivorous nematodes increased, while that of plant parasites decreased in burrow walls compared to the control soil. It is concluded that the grazing pressure of protozoa and nematodes may control the dynamics of the microbial succession in earthworm burrow walls, strongly affecting nutrient cycling processes in these microhabitats.","Pedobiologia","en",2000,"Aug","Russia","Germany","10.1078/0031-4056-00067","http://dx.doi.org/10.1078/0031-4056-00067","10.1002/ecy.2936","Russia / Germany","Moscou / Göttingen","Soil microflora;nutrient mineralization;nematodes;Protozoa;anecic;earthworms;Lumbricus terrestris;drilosphere","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"The unseen invaders: introduced earthworms as drivers of change in plant communities in North American forests (a meta-analysis).","Dylan Craven","Nico Eisenhauer","Globally, biological invasions can have strong impacts on biodiversity as well as ecosystem functioning. While less conspicuous than introduced aboveground organisms, introduced belowground organisms may have similarly strong effects. Here, we synthesize for the first time the impacts of introduced earthworms on plant diversity and community composition in North American forests. We conducted a meta‐analysis using a total of 645 observations to quantify mean effect sizes of associations between introduced earthworm communities and plant diversity, cover of plant functional groups, and cover of native and non‐native plants. We found that plant diversity significantly declined with increasing richness of introduced earthworm ecological groups. While plant species richness or evenness did not change with earthworm invasion, our results indicate clear changes in plant community composition: cover of graminoids and non‐native plant species significantly increased, and cover of native plant species (of all functional groups) tended to decrease, with increasing earthworm biomass. Overall, these findings support the hypothesis that introduced earthworms facilitate particular plant species adapted to the abiotic conditions of earthworm‐invaded forests. Further, our study provides evidence that introduced earthworms are associated with declines in plant diversity in North American forests. Changing plant functional composition in these forests may have long‐lasting effects on ecosystem functioning.","Global Change Biology","en",2016,"Mar","Germany","Germany","10.1111/gcb.13446","http://dx.doi.org/10.1111/gcb.13446","10.1002/ecy.2936","North America (data)","forests ecosystems","introduced earthworms;plant communities;plant diversity;biological invasions;earthworm invasion;community composition;meta-analysis ","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Factors affecting earthworm abundance in soils.","C. A. Edwards","C. A. Edwards","Earthworm populations show a considerable amount of variability in time and space, with mean population densities and biomass ranging from fewer than 10 individuals and 1 g m–2, respectively, to more than 1000 individuals and 200 g m–2, respectively, under favorable conditions. However, within particular climatic zones, earthworm assemblages, with fairly characteristic species richness, composition, abundance, and biomass, can often be recognized in broadly different habitat types, such as coniferous forests, deciduous woodland, grassland, and arable land. There is a considerable volume of literature describing the earthworm communities of such habitats, and much of this was summarized by Lee (1985) and updated by Edwards and Bohlen (1996). There is also a considerable amount of information describing the influence of various environmental and management factors on earthworm populations, but in comparison with insects, for which the population ecology of 92many species has been subjected to quantitative analysis, earthworm population ecology is still largely at a descriptive stage. Population modeling has been used for particular purposes such as risk assessment (Baveco and De Roos 1996), but development of realistic models of field populations has been hindered by a lack of information on key life history parameters and the factors that influence them.","Book : Earthworm ecology","en",2004,"Mar","England","England","10.1201/9781482285246-9","http://dx.doi.org/10.1201/9781482285246-9","10.1002/ecy.2936","Worldwide","Various","Earthworm Biology;Ecology;Behavior;and Physiology","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Earthworm Ecology.","Mary Keen","Mary Keen","Since the publication of the highly-successful first edition of Earthworm Ecology, there were two international symposia and an increased number of publications on the subject, demanding a revision of the book that addresses the most rapidly developing areas of earthworm research.Earthworm Ecology, Second Edition updates the most comprehensive work available on earthworm ecology with extensive revisions of the original chapters. This well-illustrated, expansive study examines the important, and often overlooked, impact earthworms have on the environment. It discusses the impact of climate, soil properties, predation, disease and parasitism, and competition upon earthworm ecology.New chapters analyze the history of earthworm research, the importance of earthworms as representatives of soil fauna and how they affect plant growth, the effects of the invasion of exotic earthworms into North America and other regions, and vermiculture and vermicomposting in Europe and Asia. This new material makes this volume an essential reference work for soil scientists, agronomists, and others with a great interest in earthworms.","Book: Biopharmaceutics and drug disposition ","en",1991,"May","England","England","10.1002/bdd.2510120409","http://dx.doi.org/10.1002/bdd.2510120409","10.1002/ecy.2936","N/A","N/A","neurotransmitter receptors;cellular pharmacology;behavioural  pharmacology;drug metabolism;pharmacometrics;autonomic pharmacology","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"The action of an animal ecosystem engineer: Identification of the main mechanisms of earthworm impacts on soil microarthropods. ","Nico Eisenhauer","Nico Eisenhauer","pNon-trophic interactions are shaping soil food web structure and functions. Particularly, the action of ecosystem engineers, such as earthworms, are likely to fundamentally impact the abiotic and biotic properties of their environment. The present study aimed to identify the main mechanisms through which earthworms belonging to varying ecological groups – epigeic, endogeic and anecic species – affect soil microarthropods by reviewing the literature on this topic and by performing meta-analyses./ppEarthworm ecological groups differed considerably in their impacts on microarthropods, whereas effects did not vary significantly between microarthropod taxa at the habitat scale. Inconsistent impacts of epigeic species on soil microarthropods are most likely due to differences in earthworm densities. Effects can thus be positive in the case of moderate densities or negative in the case of high densities and associated distinct changes in the physical structure of the upper soil organic layers. By contrast, impacts of endogeic earthworms appeared to be mainly negative and were primarily due to competition with microarthropods for food resources. Consequently, negative impacts on soil microarthropods intensified with increasing earthworm density and biomass. This interaction between endogeic earthworms and microarthropods is better referred to as amensalism due to the competitive predominance of earthworms. Impacts of anecic earthworm species differed significantly from that of endogeic ones; they were neutral at the habitat scale and positive on the microhabitat scale. Moreover, impacts were independent of earthworm densities due to the quasi-territorial behaviour of anecic earthworms. Positive effects were mainly attributed to the formation of stable microhabitats by anecic species; namely burrows/middens, rich in nutrients and microorganisms./ppThe present study points to the relevance of the non-trophic biotic interactions that drive the composition of belowground food webs by identifying the most essential mechanisms underlying the impacts of animal ecosystem engineers on soil microarthropods. Moreover, as earthworms emerge as important biological invaders, the results of the present study may help to fully appreciate, estimate and model the consequences of this momentous global change phenomenon. Particularly, the spread of exotic epigeic and endogeic earthworm species likely threatens soil microarthropod density, diversity and functions./p","Pedobiologia.","en",2010,"Apr","Germany","Germany","10.1016/j.pedobi.2010403"," https://doi.org/10.1016/j.pedobi.2010.04.003 ","10.1002/ecy.2936","Various","Forest; grassland; field","Anecic earthworms;Earthworm invasion;Endogeic earthworms;Epigeic earthworms;Non-trophic interactions","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Invasion of a deciduous forest by earthworms: Changes in soil chemistry, microflora, microarthropods and vegetation.","Nico Eisenhauer","Stefan Scheu","Ecosystems of northern North America existed without earthworm fauna until European settlers arrived and introduced European species. The current extent of invasion by some of these species, emLumbricus terrestris L., emOctolasion tyrtaeum Savigny and emDendrobaena octaedra Savigny, into an aspen forest in the Canadian Rocky Mountains and the effects of the invasion on soil chemistry, microflora, soil microarthropods and vegetation were investigated. Densities of earthworm species, soil structure, plant coverage and abundance were determined along three transects starting at the edge of the forest. At locations with emL. terrestris, litter was incorporated into the soil, and where emO. tyrtaeum was present, organic layers were mixed with mineral soil layers. Organic layers disappeared almost entirely when both species occurred together. Carbon and nitrogen concentrations were reduced in organic layers in the presence of emL. terrestris and emO. tyrtaeum. Microbial biomass and basal respiration were reduced when emL. terrestris and emO. tyrtaeum were present, presumably due to resource competition and habitat destruction. Microarthropod densities and the number of microarthropod species were strongly reduced in the presence of emO. tyrtaeum (−75% and −22%, respectively), probably through mechanical disturbances, increasing compactness of the soil and resource competition. The coverage of some plant species was correlated with earthworm abundance, but the coverage of others was not. Despite harsh climatic conditions, the invasion of boreal forest ecosystems by mineral soil dwelling earthworm species is proceeding and strongly impacts soil structure, soil chemistry, microorganisms, soil microarthropods and vegetation.","Soil Biology and Biochemistry","en",2007,"Jan","Germany","Germany","10.1016/j.soilbio.2006.1219","https://doi.org/10.1016/j.soilbio.2006.12.019 ","10.1002/ecy.2936","Canada","Kananaskis Valley, Canadian Rocky Mountains, Alberta","Ecological invasion;Microbial community;Mesofauna","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Ecosystem responses to exotic earthworm invasion in northern North American forests.","Nico Eisenhauer","Malte Jochum","Earth is experiencing a substantial loss of biodiversity at the global scale, while both species gains and losses are occurring at local and regional scales. The influence of these nonrandom changes in species distributions could profoundly affect the functioning of ecosystems and the essential services that they provide. However, few experimental tests have been conducted examining the influence of species invasions on ecosystem functioning. Even fewer have been conducted using invasive ecosystem engineers, which can have disproportionately strong influence on native ecosystems relative to their own biomass. The invasion of exotic earthworms is a prime example of an ecosystem engineer that is influencing many ecosystems around the world. In particular, European earthworm invasions of northern North American forests cause simultaneous species gains and losses with significant consequences for essential ecosystem processes like nutrient cycling and crucial services to humanity like soil erosion control and carbon sequestration. Exotic earthworms are expected to select for specific traits in communities of soil microorganisms (fast-growing bacteria species), soil fauna (promoting the bacterial energy channel), and plants (graminoids) through direct and indirect effects. This will accelerate some ecosystem processes and decelerate others, fundamentally altering how invaded forests function. This project aims to investigate ecosystem responses of northern North American forests to earthworm invasion. Using a novel, synthetic combination of field observations, field experiments, lab experiments, and meta-analyses, the proposed work will be the first systematic examination of earthworm effects on (1) plant communities and (2) soil food webs and processes. Further, (3) effects of a changing climate (warming and reduced summer precipitation) on earthworm performance will be investigated in a unique field experiment designed to predict the future spread and consequences of earthworm invasion in North America. By assessing the soil chemical and physical properties as well as the taxonomic (e.g., by the latest next-generation sequencing techniques) and functional composition of plant, soil microbial and animal communities and the processes they drive in four forests, work packages I-III take complementary approaches to derive a comprehensive and generalizable picture of how ecosystems change in response to earthworm invasion. Finally, in work package IV, meta-analyses will be used to integrate the information from work packages I-III and existing literature to investigate if earthworms cause invasion waves, invasion meltdowns, habitat homogenization, and ecosystem state shifts. Global data will be synthesized to test if the relative magnitude of effects differs from place to place depending on the functional dissimilarity between native soil fauna and exotic earthworms. Moving from local to global scale, the present proposal examines the influence of earthworm invasions on biodiversity–ecosystem functioning relationships from an aboveground–belowground perspective in natural settings. This approach is highly innovative as it utilizes the invasion by exotic earthworms as an exciting model system that links invasion biology with trait-based community ecology, global change research, and ecosystem ecology, pioneering a new generation of biodiversity–ecosystem functioning research.","European project Ecoworm","en",2016,"Jan","Germany","Germany","10.3030/677232","http://dx.doi.org/10.3030/677232","10.1002/ecy.2936","USA","Northen American forest","N/A","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Earthworm effects on the incorporation of litter C and N into soil organic matter in a sugar maple forest.","Timothy J. Fahey","Patrick J. Bohlen","To examine the mechanisms of earthworm effects on forest soil C and N, we double‐labeled leaf litter with 13C and 15N, applied it to sugar maple forest plots with and without earthworms, and traced isotopes into soil pools. The experimental design included forest plots with different earthworm community composition (dominated by Lumbricus terrestris or L. rubellus). Soil carbon pools were 37% lower in earthworm‐invaded plots largely because of the elimination of the forest floor horizons, and mineral soil C:N was lower in earthworm plots despite the mixing of high C:N organic matter into soil by earthworms. Litter disappearance over the first winter–spring was highest in the L. terrestris (T) plots, but during the warm season, rapid loss of litter was observed in both L. rubellus (R) and T plots. After two years, 22% ± 5.4% of 13C released from litter was recovered in soil with no significant differences among plots. Total recovery of added 13C (decaying litter plus soil) was much higher in no‐worm (NW) plots (61–68%) than in R and T plots (20–29%) as much of the litter remained in the former whereas it had disappeared in the latter. Much higher percentage recovery of 15N than 13C was observed, with significantly lower values for T than R and NW plots. Higher overwinter earthworm activity in T plots contributed to lower soil N recovery. In earthworm‐invaded plots isotope enrichment was highest in macroaggregates and microaggregates whereas in NW plots silt plus clay fractions were most enriched. The net effect of litter mixing and priming of recalcitrant soil organic matter (SOM), stabilization of SOM in soil aggregates, and alteration of the soil microbial community by earthworm activity results in loss of SOM and lowering of the C:N ratio. We suggest that earthworm stoichiometry plays a fundamental role in regulating C and N dynamics of forest SOM.","Ecology, ecological applications","en",2013,"Jul","USA","USA","10.1890/12-1760.1","http://dx.doi.org/10.1890/12-1760.1","10.1002/ecy.2936","USA","New York state","aggregate;C:N ratio;decomposition;litter;Lumbricus;stoichiometry  ","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Carbon food resources of earthworms of different ecological groups as indicated by 13C compound-specific stable isotope analysis.","Olga Ferlian","Stefan Scheu","Abstract : One of the challenges in soil ecology is to determine which organisms utilise stable forms of carbon in soil. Recent studies have indicated that endogeic earthworms are able to mobilise such stable carbon compounds. However, it remains unclear which particular compounds of stabilised carbon in soil are utilised by earthworms. Furthermore, current knowledge on ecological groups and food resources of earthworms is mainly based on direct observations, hence only reflecting what was ingested but not what was actually assimilated. We analysed seven earthworm species in beech and spruce forests and the associated litter, earthworm middens and soils, and employed compound-specific stable isotope analysis of fatty acids (FAs) to identify the origins of carbon resources of the earthworms. To relate food resources to carbon compounds of different stability, we analysed δ13C signatures of FAs of different particle size fractions. FA δ13C profiles of epigeic and endogeic earthworm species indicated assimilation of recently-fixed and recalcitrant carbon resources, respectively, whereas anecic earthworms assimilated a mixture of resources of different stability. Utilisation of carbon resources did not differ between beech and spruce forests. Endogeic species were associated with neutral lipids of soil particle size fractions with δ13C signatures of the bacterial marker a15:0 in earthworms resembling those of the clay fraction. This suggests that they assimilated carbon associated with small particle size fractions attached to clay–humus complexes. The results showed that earthworms of different ecological groups utilise carbon pools of different origin and stability. As indicated by neutral lipids of bacterial origin, physically-stabilised organic matter appears to contribute to the nutrition of endogeic earthworms in forest systems.","Soil Biology and Biochemistry","en",2014,"June","Germany","Germany","10.1016/j.soilbio.2014602","https://doi.org/10.1016/j.soilbio.2014.06.002","10.1002/ecy.2936","Germany","Hainich, Thuringia","Clay Endogeic Fatty acids Soil organic matter Soil particle size fractions Stable carbon pools","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Invasive earthworms erode soil biodiversity: a meta-analysis.","Olga Ferlian","Madhav P. Thakur","Biological invasions pose a serious threat to biodiversity and ecosystem functioning across ecosystems. Invasions by ecosystem engineers, in particular, have been shown to have dramatic effects in recipient ecosystems. For instance, invasion by earthworms, a below‐ground invertebrate ecosystem engineer, in previously earthworm‐free ecosystems alters the physico‐chemical characteristics of the soil. Studies have shown that such alterations in the soil can have far‐reaching impacts on soil organisms, which form a major portion of terrestrial biodiversity.Here, we present the first quantitative synthesis of earthworm invasion effects on soil micro‐organisms and soil invertebrates based on 430 observations from 30 independent studies.Our meta‐analysis shows a significant decline of the diversity and density of soil invertebrates in response to earthworm invasion with anecic and endogeic earthworms causing the strongest effects. Earthworm invasion effects on soil micro‐organisms were context‐dependent, such as depending on functional group richness of invasive earthworms and soil depth. Microbial biomass and diversity increased in mineral soil layers, with a weak negative effect in organic soil layers, indicating that the mixing of soil layers by earthworms (bioturbation) may homogenize microbial communities across soil layers.Our meta‐analysis provides a compelling evidence for negative effects of a common invasive below‐ground ecosystem engineer on below‐ground biodiversity of recipient ecosystems, which could potentially alter the ecosystem functions and services linked to soil biota.","Journal of animal ecology","en",2017,"Aug","Germany","Germany","10.1111/1365-2656.12746","https://doi.org/10.1111/1365-2656.12746 ","10.1002/ecy.2936","Various (meta-analysis)","Various","biodiversity change;biological invasion;ecosystem engineer;soil invertebrates;soil micro-organisms  ","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Linking direct and indirect pathways mediating earthworms, deer, and understory composition in Great Lakes forests.","Nicholas A. Fisichelli","Nico Eisenhauer","Ahistorical drivers such as nonnative invasive earthworms and high deer densities can have substantial impacts on ecosystem processes and plant community composition in temperate and boreal forests of North America. To assess the roles of earthworm disturbance, deer, and environmental factors in the understory, we sampled 125 mixed temperate-boreal forest sites across the western Great Lakes region. We utilized structural equation modeling (SEM) to address the hypothesis that earthworm disturbance to the upper soil horizons and selective herbivory by deer are associated with depauperate understory plant communities dominated by graminoid and nonnative species. Evidence of earthworm activity was found at of our sites and had high to very high severity earthworm disturbance. The SEM fit the data well and indicated that widespread nonnative earthworm disturbance and high deer densities had similar magnitudes of impact on understory plant communities and that these impacts were partially mediated by environmental characteristics. One-third of the variation in earthworm disturbance was explained by soil pH, precipitation, and litter quality. Deer density and earthworm disturbance both increased graminoid cover while environmental variables showed direct and indirect relationships. For example, the positive relationship between temperature and graminoids was indirect through a positive temperature effect on deer density. This research characterizes an integrated set of key environmental variables driving earthworm disturbance and deer impacts on the forest understory, facilitating predictions of the locations and severity of future change in northern temperate and boreal forest ecosystems.","Biological Invasions","en",2012,"Dec","Germany","Germany","10.1007/s10530-012-0350-6","http://dx.doi.org/10.1007/s10530-012-0350-6","10.1002/ecy.2936","USA","Minnesota, Wisconsin, and Michigan","Carex pensylvanica;Climate;Deer browsing;Earthworm invasion;Forest soils;Graminoid cover;Invasive plants;Understory plant community","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Earthworm invasion into previously earthworm-free temperate and boreal forests.","Lee E. Frelich","Patrick J. Bohlen","Earthworms are keystone detritivores that can influence primary producers by changing seedbed conditions, soil characteristics, flow of water, nutrients and carbon, and plant–herbivore interactions. The invasion of European earthworms into previously earthworm-free temperate and boreal forests of North America dominated by Acer, Quercus, Betula, Pinus and Populus has provided ample opportunity to observe how earthworms engineer ecosystems. Impacts vary with soil parent material, land use history, and assemblage of invading earthworm species. Earthworms reduce the thickness of organic layers, increase the bulk density of soils and incorporate litter and humus materials into deeper horizons of the soil profile, thereby affecting the whole soil food web and the above ground plant community. Mixing of organic and mineral materials turns mor into mull humus which significantly changes the distribution and community composition of the soil microflora and seedbed conditions for vascular plants. In some forests earthworm invasion leads to reduced availability and increased leaching of N and P in soil horizons where most fine roots are concentrated. Earthworms can contribute to a forest decline syndrome, and forest herbs in the genera Aralia, Botrychium, Osmorhiza, Trillium, Uvularia, and Viola are reduced in abundance during earthworm invasion. The degree of plant recovery after invasion varies greatly among sites and depends on complex interactions with soil processes and herbivores. These changes are likely to alter competitive relationships among plant species, possibly facilitating invasion of exotic plant species such as Rhamnus cathartica into North American forests, leading to as yet unknown changes in successional trajectory.","Biological Invasions Belowground: Earthworms as Invasive Species","en",2006,"Jan","Germany","USA","10.1007/978-1-4020-5429-7_5","http://dx.doi.org/10.1007/978-1-4020-5429-7_5","10.1002/ecy.2936","North America","Temparate and boreal forests ","Aporrectodea;Dendrobaena;Exotic earthworm invasion;Lumbricus rubellus;Lumbricus terrestris;Keystone species;Minnesota forests;New York forests","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Earthworms increase plant production: a meta-analysis.","Jan Willem van Groenigen","Kees Jan van Groenigen","To meet the challenge of feeding a growing world population with minimal environmental impact, we need comprehensive and quantitative knowledge of ecological factors affecting crop production. Earthworms are among the most important soil dwelling invertebrates. Their activity affects both biotic and abiotic soil properties, in turn affecting plant growth. Yet, studies on the effect of earthworm presence on crop yields have not been quantitatively synthesized. Here we show, using meta-analysis, that on average earthworm presence in agroecosystems leads to a 25% increase in crop yield and a 23% increase in aboveground biomass. The magnitude of these effects depends on presence of crop residue, earthworm density and type and rate of fertilization. The positive effects of earthworms become larger when more residue is returned to the soil, but disappear when soil nitrogen availability is high. This suggests that earthworms stimulate plant growth predominantly through releasing nitrogen locked away in residue and soil organic matter. Our results therefore imply that earthworms are of crucial importance to decrease the yield gap of farmers who can't -or won't- use nitrogen fertilizer.","Scientific Reports","en",2014,"Sep","The Netherlands","USA","10.1038/srep06365","http://dx.doi.org/10.1038/srep06365","10.1002/ecy.2936","Various (meta-analysis)","Various","Agroecology;Ecosystem services ","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Exotic earthworm invasion and microbial biomass in temperate forest soils.","Peter M. Groffman","Timothy J. Fahey","Invasion of north temperate forest soils by exotic earthworms has the potential to alter microbial biomass and activity over large areas of North America. We measured the distribution and activity of microbial biomass in forest stands invaded by earthworms and in adjacent stands lacking earthworms in sugar maple-dominated forests in two locations in New York State, USA: one with a history of cultivation and thin organic surface soil horizons (forest floors) and the other with no history of cultivation and a thick (3–5 cm) forest floor. Earthworm invasion greatly reduced pools of microbial biomass in the forest floor and increased pools in the mineral soil. Enrichment of the mineral soil was much more marked at the site with thick forest floors. The increase in microbial biomass carbon (C) and nitrogen (N) in the mineral soil at this site was larger than the decrease in the forest floor, resulting in a net increase in total soil profile microbial biomass in the invaded plots. There was an increase in respiration in the mineral soil at both sites, which is consistent with a movement of organic matter and microbial biomass into the mineral soil. However, N-cycle processes (mineralization and nitrification) did not increase along with respiration. It is likely that the earthworm-induced input of C into the mineral soil created a microbial “sink” for N, preventing an increase in net mineralization and nitrification and conserving N in the soil profile.","Ecosystems ","en",2004,"Jan","USA","USA","10.1007/s10021-003-0129-9","http://dx.doi.org/10.1007/s10021-003-0129-9","10.1002/ecy.2936","USA","New York","nitrogen cycling;nitrogen mineralization;nitrification;respiration","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Earthworms increase soil microbial biomass carrying capacity and nitrogen retention in northern hardwood forests.","Peter M. Groffman","John C. Maerz","Earthworms have been shown to produce contrasting effects on soil carbon (C) and nitrogen (N) pools and dynamics. We measured soil C and N pools and processes and traced the flow of 13C and 15N from sugar maple (Acer saccharum Marsh.) litter into soil microbial biomass and respirable C and mineralizable and inorganic N pools in mature northern hardwood forest plots with variable earthworm communities. Previous studies have shown that plots dominated by either Lumbricus rubellus or Lumbricus terrestris have markedly lower total soil C than uncolonized plots. Here we show that total soil N pools in earthworm colonized plots were reduced much less than C, but significantly so in plots dominated by contain L. rubellus. Pools of microbial biomass C and N were higher in earthworm-colonized (especially those dominated by L. rubellus) plots and more 13C and 15N were recovered in microbial biomass and less was recovered in mineralizable and inorganic N pools in these plots. These plots also had lower rates of potential net N mineralization and nitrification than uncolonized reference plots. These results suggest that earthworm stimulation of microbial biomass and activity underlie depletion of soil C and retention and maintenance of soil N pools, at least in northern hardwood forests. Earthworms increase the carrying capacity of soil for microbial biomass and facilitate the flow of N from litter into stable soil organic matter. However, declines in soil C and C:N ratio may increase the potential for hydrologic and gaseous losses in earthworm-colonized sites under changing environmental conditions.","Soil Biology and Biochemistry","en",2015,"Mar","USA","USA","10.1016/j.soilbio.2015325","https://doi.org/10.1016/j.soilbio.2015.03.025","10.1002/ecy.2936","USA","New York","Carbon Earthworms Isotopes Microbial biomass Nitrification Nitrogen","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Nitrogen oligotrophication in northern hardwood forests.","Peter M. Groffman","Pamela H. Templer","While much research over the past 30&nbsp;years has focused on the deleterious effects of excess N on forests and associated aquatic ecosystems, recent declines in atmospheric N deposition and unexplained declines in N export from these ecosystems have raised new concerns about N oligotrophication, limitations of forest productivity, and the capacity for forests to respond dynamically to disturbance and environmental change. Here we show multiple data streams from long-term ecological research at the Hubbard Brook Experimental Forest in New Hampshire, USA suggesting that N oligotrophication in forest soils is driven by increased carbon flow from the atmosphere through soils that stimulates microbial immobilization of N and decreases available N for plants. Decreased available N in soils can result in increased N resorption by trees, which reduces litterfall N input to soils, further limiting available N supply and leading to further declines in soil N availability. Moreover, N oligotrophication has been likely exacerbated by changes in climate that increase the length of the growing season and decrease production of available N by mineralization during both winter and spring. These results suggest a need to re-evaluate the nature and extent of N cycling in temperate forests and assess how changing conditions will influence forest ecosystem response to multiple, dynamic stresses of global environmental change.","Biogeochemistry","en",2018,"Dec","USA","USA","10.1007/s10533-018-0445-y","http://dx.doi.org/10.1007/s10533-018-0445-y","10.1002/ecy.2936","USA","New Hampshire","Climate change;Carbon;Dissolved organic carbon;Hubbard Brook Experimental Forest;Nitrogen","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
"Effects of European earthworm invasion on soil characteristics in northern hardwood forests of Minnesota.","Cindy M. Hale","John Pastor","European earthworms are colonizing worm-free hardwood forests across North America. Leading edges of earthworm invasion in forests of northern Minnesota provide a rare opportunity to document changes in soil characteristics as earthworm invasions are occurring. Across leading edges of earthworm invasion in four northern hardwood stands, increasing total earthworm biomass was associated with rapid disappearance of the O horizon. Concurrently, the thickness, bulk density and total soil organic matter content of the A horizon increased, and it’s percent organic matter and fine root density decreased. Different earthworm species assemblages influenced the magnitude and type of change in these soil parameters. Soil N and P availability were lower in plots with high earthworm biomass compared to plots with low worm biomass. Decreases in soil nitrogen availability associated with high earthworm biomass were reflected in decreased foliar nitrogen content for Carex pensylvanica, Acer saccharum and Asarum canadense but increased foliar N for Athyrium felix-femina. Overall, high earthworm biomass resulted in increased foliar carbon to nitrogen ratios. The effects of earthworm species assemblages on forest soil properties are related to their feeding and burrowing habits in addition to effects related to total biomass. The potential for large ecosystem consequences following exotic earthworm invasion has only recently been recognized by forest ecologists. In the face of rapid change and multiple pressures on native forest ecosystems, the impacts of earthworm invasion on forest soil structure and function must be considered.","Ecosystems ","en",2005,"Nov","USA","USA","10.1007/s10021-005-0066-x","http://dx.doi.org/10.1007/s10021-005-0066-x","10.1002/ecy.2936","USA","Chippewa National Forest of north-central Minnesota","earthworm invasion;northern hardwood forests;forest soils;Lumbricidae;exotic species invasion;ecosystem change;Acer saccharum ","ammonium; earthworm ecological group; element flux; exotic earthworms; nitrate; nitrification; nitrogen; nutrient cycling; pH; phosphorus; soil carbon; water content. "
